SchoolYear,IsdCode,IsdName,DistrictCode,DistrictName,BuildingCode,BuildingName,CountyCode,CountyName,EntityType,Local,MISTEM_NAME,MISTEM_CODE,ELAGr3Prof31aCnt,ELAGr3Prof31a,ELAGr3NotProf31aCnt,ELAGr3NotProf31a,MathGr8Prof31aCnt,MathGr8Prof31a,MathGr8NotProf31aCnt,MathGr8NotProf31a,CollegeReady31aCnt,CollegeReady31a,CollegeNotReadyCnt,CollegeNotReady
20 - 21 School Year,63,Oakland Schools,63939,Lighthouse Connections Academy,00000,All Buildings,63,Oakland,PSA District,City: Small,Oakland Region,5,< 10,41.2,10,58.8,< 10,33.3,< 10,66.7,19,55.9,15,44.1
20 - 21 School Year,63,Oakland Schools,82757,Grand River Academy,00000,All Buildings,63,Oakland,PSA District,City: Small,Oakland Region,5,14,24.6,43,75.4,14,28.6,35,71.4,N/A,N/A,N/A,N/A
20 - 21 School Year,70,Ottawa Area ISD,03080,Saugatuck Public Schools,00000,All Buildings,70,Ottawa,LEA District,Town: Fringe,Greater West Michigan Region,8,12,40,18,60,18,46.2,21,53.8,27,32.1,57,67.9
20 - 21 School Year,70,Ottawa Area ISD,03100,Hamilton Community Schools,00000,All Buildings,70,Ottawa,LEA District,Rural: Fringe,Greater West Michigan Region,8,54,41.9,75,58.1,25,37.9,41,62.1,45,33.6,89,66.4
20 - 21 School Year,70,Ottawa Area ISD,70000,Ottawa Area ISD  - District created from ISD,00000,All Buildings,70,Ottawa,ISD District,Rural: Fringe,Greater West Michigan Region,8,N/A,N/A,N/A,N/A,< 10,< 10,< 10,< 10,< 10,< 10,< 10,< 10
20 - 21 School Year,70,Ottawa Area ISD,70010,Grand Haven Area Public Schools,00000,All Buildings,70,Ottawa,LEA District,Suburb: Midsize,Greater West Michigan Region,8,127,59.6,86,40.4,79,31.5,172,68.5,118,41.8,164,58.2
20 - 21 School Year,70,Ottawa Area ISD,70020,Holland City School District,00000,All Buildings,70,Ottawa,LEA District,City: Small,Greater West Michigan Region,8,66,38.4,106,61.6,30,16,158,84,98,25,294,75
20 - 21 School Year,70,Ottawa Area ISD,70040,Allendale Public Schools,00000,All Buildings,70,Ottawa,LEA District,Suburb: Large,Greater West Michigan Region,8,42,44.2,53,55.8,18,22.5,62,77.5,65,35.3,119,64.7
20 - 21 School Year,70,Ottawa Area ISD,70070,West Ottawa Public School District,00000,All Buildings,70,Ottawa,LEA District,Suburb: Small,Greater West Michigan Region,8,122,40.1,182,59.9,120,29,294,71,191,38.4,307,61.6
20 - 21 School Year,70,Ottawa Area ISD,70120,Coopersville Area Public School District,00000,All Buildings,70,Ottawa,LEA District,Rural: Fringe,Greater West Michigan Region,8,55,46.6,63,53.4,24,21.6,87,78.4,71,28.6,177,71.4
20 - 21 School Year,70,Ottawa Area ISD,70175,Jenison Public Schools,00000,All Buildings,70,Ottawa,LEA District,Suburb: Large,Greater West Michigan Region,8,75,39.7,114,60.3,67,39,105,61,151,43.9,193,56.1
20 - 21 School Year,70,Ottawa Area ISD,70190,Hudsonville Public School District,00000,All Buildings,70,Ottawa,LEA District,Suburb: Large,Greater West Michigan Region,8,106,54.9,87,45.1,85,33.6,168,66.4,266,44.8,328,55.2
20 - 21 School Year,70,Ottawa Area ISD,70300,Spring Lake Public Schools,00000,All Buildings,70,Ottawa,LEA District,Rural: Fringe,Greater West Michigan Region,8,38,63.3,22,36.7,33,44,42,56,55,40.4,81,59.6
20 - 21 School Year,70,Ottawa Area ISD,70350,Zeeland Public Schools,00000,All Buildings,70,Ottawa,LEA District,Suburb: Small,Greater West Michigan Region,8,210,65,113,35,107,31.5,233,68.5,360,48.4,384,51.6
20 - 21 School Year,70,Ottawa Area ISD,70901,Walden Green Montessori,00000,All Buildings,70,Ottawa,PSA District,Suburb: Midsize,Greater West Michigan Region,8,< 10,40,< 10,60,< 10,< 10,< 10,< 10,N/A,N/A,N/A,N/A
20 - 21 School Year,70,Ottawa Area ISD,70902,West MI Academy of Arts and Academics,00000,All Buildings,70,Ottawa,PSA District,Suburb: Midsize,Greater West Michigan Region,8,10,52.6,< 10,47.4,11,47.8,12,52.2,N/A,N/A,N/A,N/A
20 - 21 School Year,70,Ottawa Area ISD,70904,Black River Public School,00000,All Buildings,70,Ottawa,PSA District,City: Small,Greater West Michigan Region,8,13,52,12,48,14,35.9,25,64.1,42,65.6,22,34.4
20 - 21 School Year,70,Ottawa Area ISD,70905,Vanderbilt Charter Academy,00000,All Buildings,70,Ottawa,PSA District,City: Small,Greater West Michigan Region,8,19,47.5,21,52.5,13,31.7,28,68.3,N/A,N/A,N/A,N/A
20 - 21 School Year,70,Ottawa Area ISD,70906,Eagle Crest Charter Academy,00000,All Buildings,70,Ottawa,PSA District,Suburb: Small,Greater West Michigan Region,8,27,51.9,25,48.1,23,46.9,26,53.1,N/A,N/A,N/A,N/A
20 - 21 School Year,70,Ottawa Area ISD,70908,Innocademy,00000,All Buildings,70,Ottawa,PSA District,Suburb: Small,Greater West Michigan Region,8,< 10,47.1,< 10,52.9,< 10,< 10,< 10,< 10,N/A,N/A,N/A,N/A
20 - 21 School Year,70,Ottawa Area ISD,70909,ICademy Global,00000,All Buildings,70,Ottawa,PSA District,Suburb: Small,Greater West Michigan Region,8,< 10,< 10,< 10,< 10,< 10,33.3,< 10,66.7,< 10,28.6,10,71.4
20 - 21 School Year,72,C.O.O.R. ISD,20015,Crawford AuSable Schools,00000,All Buildings,72,Roscommon,LEA District,Town: Remote,NEMi Region (Northeast Michigan) Region,12,33,35.1,61,64.9,30,44.8,37,55.2,83,41.1,119,58.9
20 - 21 School Year,72,C.O.O.R. ISD,65045,West Branch-Rose City Area Schools,00000,All Buildings,72,Roscommon,LEA District,Rural: Remote,NEMi Region (Northeast Michigan) Region,12,32,25,96,75,23,22.8,78,77.2,58,33.7,114,66.3
20 - 21 School Year,72,C.O.O.R. ISD,65900,Alternative Educational Academy of Ogemaw County,00000,All Buildings,72,Roscommon,PSA District,Rural: Remote,NEMi Region (Northeast Michigan) Region,12,N/A,N/A,N/A,N/A,< 10,< 10,< 10,< 10,< 10,< 5,12,> 95
20 - 21 School Year,72,C.O.O.R. ISD,68010,Mio-AuSable Schools,00000,All Buildings,72,Roscommon,LEA District,Rural: Remote,NEMi Region (Northeast Michigan) Region,12,< 10,14.7,29,85.3,17,54.8,14,45.2,11,32.4,23,67.6
20 - 21 School Year,72,C.O.O.R. ISD,68030,Fairview Area School District,00000,All Buildings,72,Roscommon,LEA District,Rural: Remote,NEMi Region (Northeast Michigan) Region,12,< 10,40,< 10,60,< 10,36.4,14,63.6,20,50,20,50
20 - 21 School Year,72,C.O.O.R. ISD,72010,Roscommon Area Public Schools,00000,All Buildings,72,Roscommon,LEA District,Rural: Distant,NEMi Region (Northeast Michigan) Region,12,11,22.4,38,77.6,< 10,19.5,33,80.5,29,33.7,57,66.3
20 - 21 School Year,72,C.O.O.R. ISD,72020,Houghton Lake Community Schools,00000,All Buildings,72,Roscommon,LEA District,Rural: Fringe,NEMi Region (Northeast Michigan) Region,12,19,29.2,46,70.8,< 10,10.8,58,89.2,25,23.1,83,76.9
20 - 21 School Year,72,C.O.O.R. ISD,72901,Charlton Heston Academy,00000,All Buildings,72,Roscommon,PSA District,Rural: Remote,NEMi Region (Northeast Michigan) Region,12,< 10,10,36,90,< 10,21.1,30,78.9,11,15.3,61,84.7
20 - 21 School Year,73,Saginaw ISD,73000,Saginaw ISD  - District created from ISD,00000,All Buildings,73,Saginaw,ISD District,Suburb: Midsize,East Central Michigan Region,10,N/A,N/A,N/A,N/A,< 10,< 10,< 10,< 10,26,41.9,36,58.1
20 - 21 School Year,73,Saginaw ISD,73010,"Saginaw, School District of the City of",00000,All Buildings,73,Saginaw,LEA District,City: Small,East Central Michigan Region,10,< 10,< 5,69,> 95,27,16.8,134,83.2,29,14.6,169,85.4
20 - 21 School Year,73,Saginaw ISD,73030,Carrollton Public Schools,00000,All Buildings,73,Saginaw,LEA District,Suburb: Midsize,East Central Michigan Region,10,14,21.9,50,78.1,< 10,11.1,40,88.9,32,34,62,66
20 - 21 School Year,73,Saginaw ISD,73040,Saginaw Township Community Schools,00000,All Buildings,73,Saginaw,LEA District,Suburb: Midsize,East Central Michigan Region,10,54,27.7,141,72.3,37,15.8,197,84.2,159,34.7,299,65.3
20 - 21 School Year,73,Saginaw ISD,73110,Chesaning Union Schools,00000,All Buildings,73,Saginaw,LEA District,Rural: Distant,East Central Michigan Region,10,37,39.4,57,60.6,30,50,30,50,30,27.3,80,72.7
20 - 21 School Year,73,Saginaw ISD,73170,Birch Run Area Schools,00000,All Buildings,73,Saginaw,LEA District,Rural: Fringe,East Central Michigan Region,10,29,26.1,82,73.9,14,31.1,31,68.9,59,46.1,69,53.9
20 - 21 School Year,73,Saginaw ISD,73180,Bridgeport-Spaulding Community School District,00000,All Buildings,73,Saginaw,LEA District,Suburb: Midsize,East Central Michigan Region,10,10,15.9,53,84.1,< 10,5.2,109,94.8,18,11.5,138,88.5
20 - 21 School Year,73,Saginaw ISD,73190,Frankenmuth School District,00000,All Buildings,73,Saginaw,LEA District,Town: Fringe,East Central Michigan Region,10,15,35.7,27,64.3,13,26.5,36,73.5,31,31,69,69
20 - 21 School Year,73,Saginaw ISD,73200,Freeland Community School District,00000,All Buildings,73,Saginaw,LEA District,Suburb: Small,East Central Michigan Region,10,30,40,45,60,18,26.9,49,73.1,41,33.6,81,66.4
20 - 21 School Year,73,Saginaw ISD,73210,Hemlock Public School District,00000,All Buildings,73,Saginaw,LEA District,Rural: Fringe,East Central Michigan Region,10,< 10,18.2,36,81.8,12,20.7,46,79.3,26,22.4,90,77.6
20 - 21 School Year,73,Saginaw ISD,73230,Merrill Community Schools,00000,All Buildings,73,Saginaw,LEA District,Rural: Distant,East Central Michigan Region,10,< 10,< 5,19,> 95,< 10,18.8,26,81.3,13,24.1,41,75.9
20 - 21 School Year,73,Saginaw ISD,73240,St. Charles Community Schools,00000,All Buildings,73,Saginaw,LEA District,Rural: Distant,East Central Michigan Region,10,11,25,33,75,11,20.8,42,79.2,12,15.8,64,84.2
20 - 21 School Year,73,Saginaw ISD,73255,Swan Valley School District,00000,All Buildings,73,Saginaw,LEA District,Suburb: Midsize,East Central Michigan Region,10,44,57.1,33,42.9,22,22,78,78,43,31.2,95,68.8
20 - 21 School Year,73,Saginaw ISD,73901,Saginaw Academy of Excellence,00000,All Buildings,73,Saginaw,PSA District,City: Small,East Central Michigan Region,10,< 10,13,20,87,< 10,22.2,< 10,77.8,N/A,N/A,N/A,N/A
20 - 21 School Year,73,Saginaw ISD,73908,Saginaw Preparatory Academy,00000,All Buildings,73,Saginaw,PSA District,Suburb: Midsize,East Central Michigan Region,10,< 10,< 5,< 10,> 95,< 10,5.9,16,94.1,N/A,N/A,N/A,N/A
20 - 21 School Year,73,Saginaw ISD,73909,Francis Reh PSA,00000,All Buildings,73,Saginaw,PSA District,City: Small,East Central Michigan Region,10,< 10,11.5,23,88.5,< 10,12,22,88,N/A,N/A,N/A,N/A
20 - 21 School Year,73,Saginaw ISD,73910,North Saginaw Charter Academy,00000,All Buildings,73,Saginaw,PSA District,Suburb: Midsize,East Central Michigan Region,10,< 10,10.7,50,89.3,< 10,< 5,46,> 95,N/A,N/A,N/A,N/A
20 - 21 School Year,73,Saginaw ISD,73912,International Academy of Saginaw,00000,All Buildings,73,Saginaw,PSA District,Suburb: Midsize,East Central Michigan Region,10,< 10,< 5,14,> 95,< 10,< 5,13,> 95,N/A,N/A,N/A,N/A
20 - 21 School Year,74,St. Clair County RESA,74010,Port Huron Area School District,00000,All Buildings,74,St. Clair,LEA District,Suburb: Small,I-69 Region,6,44,15.2,246,84.8,41,17.1,199,82.9,64,34.4,122,65.6
20 - 21 School Year,74,St. Clair County RESA,74030,Algonac Community School District,00000,All Buildings,74,St. Clair,LEA District,Suburb: Large,I-69 Region,6,18,21.4,66,78.6,33,32,70,68,77,42.8,103,57.2
20 - 21 School Year,74,St. Clair County RESA,74040,Capac Community Schools,00000,All Buildings,74,St. Clair,LEA District,Rural: Distant,I-69 Region,6,< 10,15.4,22,84.6,< 10,16.2,31,83.8,20,29.4,48,70.6
20 - 21 School Year,74,St. Clair County RESA,74050,East China School District,00000,All Buildings,74,St. Clair,LEA District,Suburb: Small,I-69 Region,6,39,29.8,92,70.2,53,27,143,73,76,29.9,178,70.1
20 - 21 School Year,74,St. Clair County RESA,74100,Marysville Public Schools,00000,All Buildings,74,St. Clair,LEA District,Suburb: Small,I-69 Region,6,39,39,61,61,17,23.3,56,76.7,92,40,138,60
20 - 21 School Year,74,St. Clair County RESA,74120,Memphis Community Schools,00000,All Buildings,74,St. Clair,LEA District,Rural: Distant,I-69 Region,6,16,42.1,22,57.9,< 10,36.4,< 10,63.6,35,30.7,79,69.3
20 - 21 School Year,74,St. Clair County RESA,74130,Yale Public Schools,00000,All Buildings,74,St. Clair,LEA District,Rural: Distant,I-69 Region,6,46,42.2,63,57.8,33,28.9,81,71.1,36,38.3,58,61.7
20 - 21 School Year,74,St. Clair County RESA,74900,East Shore Leadership Academy,00000,All Buildings,74,St. Clair,PSA District,Suburb: Small,I-69 Region,6,< 10,9.1,10,90.9,< 10,< 10,< 10,< 10,N/A,N/A,N/A,N/A
20 - 21 School Year,74,St. Clair County RESA,74903,Landmark Academy,00000,All Buildings,74,St. Clair,PSA District,Suburb: Small,I-69 Region,6,< 10,12.5,35,87.5,< 10,14.3,30,85.7,18,23.1,60,76.9
20 - 21 School Year,74,St. Clair County RESA,74911,St. Clair County Intervention Academy,00000,All Buildings,74,St. Clair,PSA District,Suburb: Small,I-69 Region,6,N/A,N/A,N/A,N/A,< 10,< 10,< 10,< 10,< 10,< 10,< 10,< 10
20 - 21 School Year,74,St. Clair County RESA,74914,Blue Water Middle College,00000,All Buildings,74,St. Clair,PSA District,Suburb: Small,I-69 Region,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,< 10,< 10,< 10,< 10
20 - 21 School Year,75,St. Joseph County ISD,75010,Sturgis Public Schools,00000,All Buildings,75,St. Joseph,LEA District,Town: Distant,Southwest Region,1,27,17.8,125,82.2,27,14.3,162,85.7,68,23.8,218,76.2
20 - 21 School Year,75,St. Joseph County ISD,75020,Burr Oak Community School District,00000,All Buildings,75,St. Joseph,LEA District,Rural: Distant,Southwest Region,1,< 10,30,< 10,70,< 10,8.3,11,91.7,< 10,20,16,80
20 - 21 School Year,75,St. Joseph County ISD,75030,Centreville Public Schools,00000,All Buildings,75,St. Joseph,LEA District,Rural: Distant,Southwest Region,1,14,31.1,31,68.9,11,23.4,36,76.6,23,25.6,67,74.4
20 - 21 School Year,75,St. Joseph County ISD,75040,Colon Community School District,00000,All Buildings,75,St. Joseph,LEA District,Rural: Distant,Southwest Region,1,< 10,11.8,30,88.2,< 10,10.3,26,89.7,14,25.9,40,74.1
20 - 21 School Year,75,St. Joseph County ISD,75050,Constantine Public School District,00000,All Buildings,75,St. Joseph,LEA District,Town: Fringe,Southwest Region,1,14,17.7,65,82.3,14,14,86,86,30,21.1,112,78.9
20 - 21 School Year,75,St. Joseph County ISD,75060,Mendon Community School District,00000,All Buildings,75,St. Joseph,LEA District,Rural: Distant,Southwest Region,1,< 10,23.1,20,76.9,< 10,14.7,29,85.3,< 10,12.9,54,87.1
20 - 21 School Year,75,St. Joseph County ISD,75070,White Pigeon Community Schools,00000,All Buildings,75,St. Joseph,LEA District,Town: Fringe,Southwest Region,1,< 10,15.8,32,84.2,< 10,< 5,33,> 95,10,17.2,48,82.8
20 - 21 School Year,75,St. Joseph County ISD,75080,Three Rivers Community Schools,00000,All Buildings,75,St. Joseph,LEA District,Town: Fringe,Southwest Region,1,37,31.6,80,68.4,27,19.9,109,80.1,69,31.4,151,68.6
20 - 21 School Year,75,St. Joseph County ISD,75100,Nottawa Community School,00000,All Buildings,75,St. Joseph,LEA District,Rural: Distant,Southwest Region,1,< 10,25,12,75,< 10,40,< 10,60,N/A,N/A,N/A,N/A
20 - 21 School Year,76,Sanilac ISD,76060,Brown City Community Schools,00000,All Buildings,76,Sanilac,LEA District,Rural: Distant,Upper Thumb Region,11,< 10,13.9,31,86.1,< 10,36,16,64,26,30.2,60,69.8
20 - 21 School Year,76,Sanilac ISD,76070,Carsonville-Port Sanilac School District,00000,All Buildings,76,Sanilac,LEA District,Rural: Distant,Upper Thumb Region,11,< 10,50,< 10,50,< 10,36.4,< 10,63.6,< 10,9.5,38,90.5
20 - 21 School Year,76,Sanilac ISD,76080,Croswell-Lexington Community Schools,00000,All Buildings,76,Sanilac,LEA District,Rural: Fringe,Upper Thumb Region,11,39,39.8,59,60.2,22,22.7,75,77.3,92,35.7,166,64.3
20 - 21 School Year,76,Sanilac ISD,76090,Deckerville Community School District,00000,All Buildings,76,Sanilac,LEA District,Rural: Distant,Upper Thumb Region,11,15,46.9,17,53.1,< 10,16,21,84,16,22.9,54,77.1
20 - 21 School Year,76,Sanilac ISD,76140,Marlette Community Schools,00000,All Buildings,76,Sanilac,LEA District,Rural: Remote,Upper Thumb Region,11,< 10,26.7,22,73.3,11,36.7,19,63.3,31,55.4,25,44.6
20 - 21 School Year,76,Sanilac ISD,76180,Peck Community School District,00000,All Buildings,76,Sanilac,LEA District,Rural: Distant,Upper Thumb Region,11,< 10,25,15,75,< 10,16.7,15,83.3,< 10,16.7,40,83.3
20 - 21 School Year,76,Sanilac ISD,76210,Sandusky Community School District,00000,All Buildings,76,Sanilac,LEA District,Town: Distant,Upper Thumb Region,11,18,47.4,20,52.6,18,64.3,10,35.7,15,32.6,31,67.4
20 - 21 School Year,78,Shiawassee Regional ESD,78000,Shiawassee Regional ESD  - District created from ISD,00000,All Buildings,78,Shiawassee,ISD District,Rural: Fringe,Mid-Michigan Region,7,< 10,< 10,< 10,< 10,< 10,< 10,< 10,< 10,< 10,< 10,< 10,< 10
20 - 21 School Year,78,Shiawassee Regional ESD,78020,Byron Area Schools,00000,All Buildings,78,Shiawassee,LEA District,Rural: Fringe,Mid-Michigan Region,7,10,29.4,24,70.6,< 10,19.4,25,80.6,32,39,50,61
20 - 21 School Year,78,Shiawassee Regional ESD,78030,Durand Area Schools,00000,All Buildings,78,Shiawassee,LEA District,Rural: Fringe,Mid-Michigan Region,7,15,28.8,37,71.2,< 10,9.3,68,90.7,26,34.2,50,65.8
20 - 21 School Year,78,Shiawassee Regional ESD,78040,Laingsburg Community Schools,00000,All Buildings,78,Shiawassee,LEA District,Rural: Distant,Mid-Michigan Region,7,12,31.6,26,68.4,18,24,57,76,24,36.4,42,63.6
20 - 21 School Year,78,Shiawassee Regional ESD,78060,Morrice Area Schools,00000,All Buildings,78,Shiawassee,LEA District,Rural: Fringe,Mid-Michigan Region,7,< 10,26.7,22,73.3,< 10,13.3,13,86.7,23,28.8,57,71.3
20 - 21 School Year,78,Shiawassee Regional ESD,78070,New Lothrop Area Public Schools,00000,All Buildings,78,Shiawassee,LEA District,Rural: Fringe,Mid-Michigan Region,7,< 10,35.3,11,64.7,< 10,15.9,37,84.1,26,43.3,34,56.7
20 - 21 School Year,78,Shiawassee Regional ESD,78080,Perry Public Schools,00000,All Buildings,78,Shiawassee,LEA District,Town: Fringe,Mid-Michigan Region,7,< 10,33.3,18,66.7,< 10,13,40,87,39,36.1,69,63.9
20 - 21 School Year,78,Shiawassee Regional ESD,78100,Corunna Public Schools,00000,All Buildings,78,Shiawassee,LEA District,Town: Distant,Mid-Michigan Region,7,25,37.9,41,62.1,21,23.1,70,76.9,75,37.9,123,62.1
20 - 21 School Year,78,Shiawassee Regional ESD,78110,Owosso Public Schools,00000,All Buildings,78,Shiawassee,LEA District,Town: Distant,Mid-Michigan Region,7,36,21.3,133,78.7,37,18.7,161,81.3,39,17.3,187,82.7
20 - 21 School Year,79,Tuscola ISD,79010,Akron-Fairgrove Schools,00000,All Buildings,79,Tuscola,LEA District,Rural: Distant,Upper Thumb Region,11,< 10,53.3,< 10,46.7,< 10,7.7,12,92.3,13,36.1,23,63.9
20 - 21 School Year,79,Tuscola ISD,79020,Caro Community Schools,00000,All Buildings,79,Tuscola,LEA District,Town: Distant,Upper Thumb Region,11,26,32.1,55,67.9,10,14.9,57,85.1,46,30.3,106,69.7
20 - 21 School Year,79,Tuscola ISD,79030,Cass City Public Schools,00000,All Buildings,79,Tuscola,LEA District,Rural: Remote,Upper Thumb Region,11,23,51.1,22,48.9,12,24.5,37,75.5,31,34.4,59,65.6
20 - 21 School Year,79,Tuscola ISD,79080,Kingston Community School District,00000,All Buildings,79,Tuscola,LEA District,Rural: Remote,Upper Thumb Region,11,< 10,33.3,12,66.7,< 10,47.1,< 10,52.9,14,35,26,65
20 - 21 School Year,79,Tuscola ISD,79090,Mayville Community School District,00000,All Buildings,79,Tuscola,LEA District,Rural: Distant,Upper Thumb Region,11,< 10,22.9,27,77.1,< 10,14.6,41,85.4,16,20,64,80
20 - 21 School Year,79,Tuscola ISD,79100,Millington Community Schools,00000,All Buildings,79,Tuscola,LEA District,Rural: Distant,Upper Thumb Region,11,14,38.9,22,61.1,< 10,< 10,< 10,< 10,< 10,57.1,< 10,42.9
20 - 21 School Year,79,Tuscola ISD,79110,Reese Public Schools,00000,All Buildings,79,Tuscola,LEA District,Rural: Distant,Upper Thumb Region,11,22,48.9,23,51.1,12,26.7,33,73.3,36,34,70,66
20 - 21 School Year,79,Tuscola ISD,79145,Unionville-Sebewaing Area S.D.,00000,All Buildings,79,Tuscola,LEA District,Rural: Distant,Upper Thumb Region,11,12,41.4,17,58.6,11,39.3,17,60.7,11,20.4,43,79.6
20 - 21 School Year,79,Tuscola ISD,79150,Vassar Public Schools,00000,All Buildings,79,Tuscola,LEA District,Town: Distant,Upper Thumb Region,11,< 10,15.6,38,84.4,< 10,5.3,36,94.7,21,21,79,79
20 - 21 School Year,80,Van Buren ISD,80000,Van Buren ISD  - District created from ISD,00000,All Buildings,80,Van Buren,ISD District,Rural: Distant,Southwest Region,1,< 10,< 10,< 10,< 10,< 10,< 10,< 10,< 10,< 10,< 10,< 10,< 10
20 - 21 School Year,80,Van Buren ISD,80010,South Haven Public Schools,00000,All Buildings,80,Van Buren,LEA District,Town: Distant,Southwest Region,1,22,25,66,75,16,16,84,84,35,30.2,81,69.8
20 - 21 School Year,80,Van Buren ISD,80020,Bangor Public Schools (Van Buren),00000,All Buildings,80,Van Buren,LEA District,Rural: Distant,Southwest Region,1,14,24.1,44,75.9,< 10,6.1,46,93.9,12,14.3,72,85.7
20 - 21 School Year,80,Van Buren ISD,80040,Covert Public Schools,00000,All Buildings,80,Van Buren,LEA District,Rural: Distant,Southwest Region,1,< 10,8.7,21,91.3,< 10,10.5,17,89.5,< 10,12.5,35,87.5
20 - 21 School Year,80,Van Buren ISD,80050,Decatur Public Schools,00000,All Buildings,80,Van Buren,LEA District,Rural: Distant,Southwest Region,1,15,44.1,19,55.9,< 10,10.6,42,89.4,19,19.4,79,80.6
20 - 21 School Year,80,Van Buren ISD,80090,Bloomingdale Public School District,00000,All Buildings,80,Van Buren,LEA District,Rural: Distant,Southwest Region,1,< 10,9.6,66,90.4,< 10,7.6,61,92.4,40,29.4,96,70.6
20 - 21 School Year,80,Van Buren ISD,80110,Gobles Public School District,00000,All Buildings,80,Van Buren,LEA District,Rural: Distant,Southwest Region,1,20,43.5,26,56.5,< 10,20,24,80,19,33.9,37,66.1
20 - 21 School Year,80,Van Buren ISD,80120,Hartford Public Schools,00000,All Buildings,80,Van Buren,LEA District,Town: Fringe,Southwest Region,1,12,13.5,77,86.5,10,9.9,91,90.1,14,12.1,102,87.9
20 - 21 School Year,80,Van Buren ISD,80130,Lawrence Public Schools,00000,All Buildings,80,Van Buren,LEA District,Rural: Distant,Southwest Region,1,< 10,28,18,72,< 10,10.3,26,89.7,17,26.6,47,73.4
20 - 21 School Year,80,Van Buren ISD,80140,Lawton Community School District,00000,All Buildings,80,Van Buren,LEA District,Rural: Fringe,Southwest Region,1,22,45.8,26,54.2,< 10,15.7,43,84.3,27,28.1,69,71.9
20 - 21 School Year,80,Van Buren ISD,80150,Mattawan Consolidated School,00000,All Buildings,80,Van Buren,LEA District,Suburb: Midsize,Southwest Region,1,27,31.8,58,68.2,33,25.6,96,74.4,76,33,154,67
20 - 21 School Year,80,Van Buren ISD,80160,Paw Paw Public School District,00000,All Buildings,80,Van Buren,LEA District,Town: Fringe,Southwest Region,1,46,48.4,49,51.6,22,21,83,79,29,33.7,57,66.3
20 - 21 School Year,80,Van Buren ISD,80240,Bangor Township S/D #8,00000,All Buildings,80,Van Buren,LEA District,Rural: Distant,Southwest Region,1,< 10,< 10,< 10,< 10,< 10,< 10,< 10,< 10,N/A,N/A,N/A,N/A
20 - 21 School Year,80,Van Buren ISD,80900,Michigan Online School,00000,All Buildings,80,Van Buren,PSA District,Rural: Distant,Southwest Region,1,N/A,N/A,N/A,N/A,< 10,< 5,20,> 95,12,23.1,40,76.9
20 - 21 School Year,81,Washtenaw ISD,81000,Washtenaw ISD  - District created from ISD,00000,All Buildings,81,Washtenaw,ISD District,Suburb: Large,Southeast Region,2,< 10,< 10,< 10,< 10,< 10,< 10,< 10,< 10,54,50.9,52,49.1
20 - 21 School Year,81,Washtenaw ISD,81010,Ann Arbor Public Schools,00000,All Buildings,81,Washtenaw,LEA District,City: Midsize,Southeast Region,2,44,60.3,29,39.7,205,51.8,191,48.2,132,46.8,150,53.2
20 - 21 School Year,81,Washtenaw ISD,81020,Ypsilanti Community Schools,00000,All Buildings,81,Washtenaw,LEA District,Suburb: Large,Southeast Region,2,< 10,11.5,23,88.5,< 10,10.7,25,89.3,< 10,5.6,51,94.4
20 - 21 School Year,81,Washtenaw ISD,81040,Chelsea School District,00000,All Buildings,81,Washtenaw,LEA District,Town: Fringe,Southeast Region,2,< 10,22.5,31,77.5,31,46.3,36,53.7,19,32.8,39,67.2
20 - 21 School Year,81,Washtenaw ISD,81050,Dexter Community School District,00000,All Buildings,81,Washtenaw,LEA District,Suburb: Large,Southeast Region,2,11,21.6,40,78.4,10,16.9,49,83.1,51,51,49,49
20 - 21 School Year,81,Washtenaw ISD,81070,Lincoln Consolidated School District,00000,All Buildings,81,Washtenaw,LEA District,Rural: Fringe,Southeast Region,2,22,20,88,80,24,14,148,86,39,15.6,211,84.4
20 - 21 School Year,81,Washtenaw ISD,81080,Manchester Community Schools,00000,All Buildings,81,Washtenaw,LEA District,Rural: Distant,Southeast Region,2,10,31.3,22,68.8,17,41.5,24,58.5,12,26.1,34,73.9
20 - 21 School Year,81,Washtenaw ISD,81100,Milan Area Schools,00000,All Buildings,81,Washtenaw,LEA District,Rural: Fringe,Southeast Region,2,30,33,61,67,10,13.9,62,86.1,48,36.4,84,63.6
20 - 21 School Year,81,Washtenaw ISD,81120,Saline Area Schools,00000,All Buildings,81,Washtenaw,LEA District,Suburb: Large,Southeast Region,2,24,30.8,54,69.2,43,33.6,85,66.4,48,33.8,94,66.2
20 - 21 School Year,81,Washtenaw ISD,81140,Whitmore Lake Public School District,00000,All Buildings,81,Washtenaw,LEA District,Suburb: Midsize,Southeast Region,2,< 10,23.8,16,76.2,< 10,24,19,76,29,38.2,47,61.8
20 - 21 School Year,81,Washtenaw ISD,81900,Global Tech Academy,00000,All Buildings,81,Washtenaw,PSA District,Suburb: Large,Southeast Region,2,< 10,< 5,< 10,> 95,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,81,Washtenaw ISD,81901,Honey Creek Community School,00000,All Buildings,81,Washtenaw,PSA District,Suburb: Large,Southeast Region,2,< 10,< 10,< 10,< 10,< 10,< 10,< 10,< 10,N/A,N/A,N/A,N/A
